	n_i	n_T.te	n_T.peak	expected	fc.expected	comparison	padj.final	significance
MER20B	0	4146	3633	3.51	0.2	te_in_peak	1	n.s
L1MC2	0	6382	3633	5.4	0.2	te_in_peak	1	n.s
AluYk3	0	6065	3633	5.14	0.2	te_in_peak	1	n.s
AluYm1	0	4667	3633	3.95	0.2	te_in_peak	1	n.s
L1MB3	2	17260	3633	14.62	0.2	te_in_peak	1	n.s
HAL1	2	21238	3633	17.98	0.2	te_in_peak	1	n.s
L1ME4c	1	9421	3633	7.98	0.2	te_in_peak	1	n.s
HAL1b	0	4340	3633	3.68	0.2	te_in_peak	1	n.s
L1P1	0	3259	3633	3.65	0.2	peak_in_te	1	n.s
L1PA14	0	3056	3633	3.65	0.2	peak_in_te	1	n.s
Tigger1	1	12059	3633	11.76	0.2	peak_in_te	1	n.s
L1PA17	0	4789	3633	4.06	0.2	te_in_peak	1	n.s
THE1D-int	0	2426	3633	3.91	0.2	peak_in_te	1	n.s
THE1A-int	0	1419	3633	3.19	0.2	peak_in_te	1	n.s
L1M5	6	44640	3633	37.8	0.2	te_in_peak	1	n.s
THE1D	1	9783	3633	8.28	0.2	te_in_peak	1	n.s
L1PA11	0	4144	3633	5.19	0.2	peak_in_te	1	n.s
L1HS	0	1571	3633	4.29	0.2	peak_in_te	1	n.s
L1M4c	0	3615	3633	3.06	0.2	te_in_peak	1	n.s
THE1C-int	0	1688	3633	3.68	0.2	peak_in_te	1	n.s
Tigger3b	0	6279	3633	5.32	0.2	te_in_peak	1	n.s
HERVL-int	0	1885	3633	5.61	0.2	peak_in_te	1	n.s
L1P3	0	3552	3633	3.47	0.2	peak_in_te	1	n.s
L1M4b	0	4228	3633	3.58	0.2	te_in_peak	1	n.s
L1M1	1	9983	3633	11.44	0.2	peak_in_te	1	n.s
L1MEi	0	5311	3633	4.5	0.2	te_in_peak	1	n.s
L4_A_Mam	0	6597	3633	5.59	0.2	te_in_peak	1	n.s
L1PA8A	0	2429	3633	4.08	0.2	peak_in_te	1	n.s
L1PREC2	1	7902	3633	8.03	0.2	peak_in_te	1	n.s
L1PBa	0	2167	3633	3.23	0.2	peak_in_te	1	n.s
MLT2B4	0	3544	3633	3.0	0.2	te_in_peak	1	n.s
MLT1O	0	4867	3633	4.12	0.2	te_in_peak	1	n.s
L1PB3	0	3601	3633	3.57	0.2	peak_in_te	1	n.s
L1MEf	0	11271	3633	9.54	0.1	te_in_peak	1	n.s
L1PA13	0	9060	3633	9.64	0.1	peak_in_te	1	n.s
L1ME1	2	31305	3633	26.51	0.1	te_in_peak	1	n.s
L1M3	0	7225	3633	6.12	0.1	te_in_peak	1	n.s
L1MC4a	0	9991	3633	8.46	0.1	te_in_peak	1	n.s
L1MEd	1	16918	3633	14.33	0.1	te_in_peak	1	n.s
L1ME3Cz	0	14145	3633	11.98	0.1	te_in_peak	1	n.s
L1MDa	0	6954	3633	5.89	0.1	te_in_peak	1	n.s
L1M2	0	9096	3633	7.7	0.1	te_in_peak	1	n.s
L1PA10	0	7090	3633	8.49	0.1	peak_in_te	1	n.s
L1PA15	0	8463	3633	10.2	0.1	peak_in_te	1	n.s
L1PA2	0	4918	3633	12.16	0.1	peak_in_te	1	n.s
L1PA16	1	13973	3633	14.15	0.1	peak_in_te	1	n.s
L1MEc	0	17812	3633	15.08	0.1	te_in_peak	1	n.s
THE1B	1	15717	3633	13.31	0.1	te_in_peak	1	n.s
ERVL-E-int	0	7217	3633	6.11	0.1	te_in_peak	1	n.s
THE1B-int	0	4031	3633	9.11	0.1	peak_in_te	1	n.s
HERVH-int	0	1492	3633	8.31	0.1	peak_in_te	1	n.s
L1PB1	1	13093	3633	16.47	0.1	peak_in_te	1	n.s
L1MA2	0	7417	3633	9.05	0.1	peak_in_te	1	n.s
L1MA3	0	8888	3633	10.75	0.1	peak_in_te	1	n.s
MSTB	0	7359	3633	6.23	0.1	te_in_peak	1	n.s
L1PA8	0	8111	3633	8.73	0.1	peak_in_te	1	n.s
L1MA4A	0	6240	3633	6.37	0.1	peak_in_te	1	n.s
L1M4	1	20125	3633	17.04	0.1	te_in_peak	1	n.s
L1PA6	0	6051	3633	14.15	0.1	peak_in_te	1	n.s
L1MA7	0	8595	3633	7.28	0.1	te_in_peak	1	n.s
L1MA8	0	11124	3633	9.42	0.1	te_in_peak	1	n.s
L1MA9	0	16437	3633	13.92	0.1	te_in_peak	1	n.s
L1MB4	0	9160	3633	7.76	0.1	te_in_peak	1	n.s
L1MB5	0	9769	3633	8.27	0.1	te_in_peak	1	n.s
L1MB7	1	23185	3633	19.63	0.1	te_in_peak	1	n.s
L1PA5	0	11398	3633	20.46	0.0	peak_in_te	1	n.s
L1PA4	0	11926	3633	23.79	0.0	peak_in_te	1	n.s
L1PA3	0	10703	3633	24.26	0.0	peak_in_te	1	n.s
L1PA7	0	13116	3633	25.05	0.0	peak_in_te	1	n.s
